university_id,degree_name,merit_formula,eligibility_pct,url
167,BS Chemistry,Available upon contact,,http://www.ucp.edu.pk/
167,BS Chemistry - Post ADP,Available upon contact,,http://www.ucp.edu.pk/
167,BS Computer Science - Post ADP,Available upon contact,,http://www.ucp.edu.pk/
167,BS Data Science,Available upon contact,,http://www.ucp.edu.pk/
167,BS Economics,Available upon contact,,http://www.ucp.edu.pk/
167,BS English Language and Literature,Available upon contact,,http://www.ucp.edu.pk/
167,BS Food Science and Technology,Available upon contact,,http://www.ucp.edu.pk/
167,BS Human Nutrition and Dietetics,Available upon contact,,http://www.ucp.edu.pk/
167,BS International Relations,Available upon contact,,http://www.ucp.edu.pk/
167,BS Mathematics,Available upon contact,,http://www.ucp.edu.pk/
167,BS Media and Communication Studies,Available upon contact,,http://www.ucp.edu.pk/
167,BS Medical Laboratory Technology,Available upon contact,,http://www.ucp.edu.pk/
167,BS Microbiology,Available upon contact,,http://www.ucp.edu.pk/
167,BS Physics,Available upon contact,,http://www.ucp.edu.pk/
167,BS Political Science,Available upon contact,,http://www.ucp.edu.pk/
167,BS Psychology,Available upon contact,,http://www.ucp.edu.pk/
167,BS Real Estate Management,Available upon contact,,http://www.ucp.edu.pk/
167,BS Robotics & Intelligent Systems,Available upon contact,,http://www.ucp.edu.pk/
167,BS Zoology,Available upon contact,,http://www.ucp.edu.pk/
167,Bachelor of Business Administration,Available upon contact,,http://www.ucp.edu.pk/
167,Bachelor of Science in Accounting & Finance,Available upon contact,,http://www.ucp.edu.pk/
168,BA Humanities / Business Management / Social Sciences,Available upon contact,45,https://educated.pk/university-of-chakwal-merit-list/
168,BS Computer Science / Information Technology,Available upon contact,50,https://educated.pk/university-of-chakwal-merit-list/
168,BS Mathematics,Available upon contact,30,https://www.learningall.com/university-of-chakwal-admission-merit-list/
168,"Engineering Programs (Petroleum & Gas, Mechatronics, etc.)",Available upon contact,50,https://educated.pk/university-of-chakwal-merit-list/
168,LLB (5 Years),Available upon contact,50,https://www.learningall.com/university-of-chakwal-admission-merit-list/
168,Pharm-D,Available upon contact,50,https://www.result.pk/colleges/university-of-chakwal-merit-list.html
169,BSc (Hons) Human Nutrition & Dietetics / Anesthesia Technology / Neurophysiology / Clinical Psychology / Cardiac Perfusion Sciences,Available upon contact,,https://chich.edu.pk/admissions
169,DPT (Doctor of Physical Therapy),Available upon contact,,https://hafizhelperseries.com/children-hospital-lahore-admissions/
170,BS Botany / Zoology,Available upon contact,50,https://jaamiah.com/university/university-of-chitral/
170,BS Computer Science,Available upon contact,50,https://jaamiah.com/university/university-of-chitral/
170,BS Economics,Available upon contact,50,https://jaamiah.com/university/university-of-chitral/
170,BS English Literature,Available upon contact,50,https://jaamiah.com/university/university-of-chitral/
170,BS Tourism & Hotel Management,Available upon contact,50,https://campusguru.pk/en/university/chitral/university-of-chitral-chitral-main-campus
171,"BS (general - newly established university, limited program data publicly available)",Available upon contact,,https://en.wikipedia.org/wiki/University_of_Dir
172,B.Ed (Hons),Available upon contact,45,https://www.vstudents.org/education/university-of-education-admissions/
172,BBA (Hons),Available upon contact,45,https://www.vstudents.org/education/university-of-education-admissions/
172,BS (Hons) Botany / Chemistry / Physics / Mathematics,Available upon contact (relatively lower merit than most Lahore universities),45,https://fpsc.pk/merit-list/university-of-education-merit-list/
172,BS Information Technology,Available upon contact,45,https://www.vstudents.org/education/university-of-education-admissions/
173,BS Civil Engineering,Available upon contact,60,https://ueas.edu.pk/
173,BS Computer Science,Available upon contact,50,https://ueas.edu.pk/
173,BS Electrical Engineering,Available upon contact,60,https://ueas.edu.pk/
173,BS Environmental Sciences,Available upon contact,45,https://ueas.edu.pk/
174,BS Computer Science,"~84.5%+ (main campus, recent cycles - highest closing program)",,https://freetoolforge.org/tools/calculators/uet-merit-calculator
174,BSc Civil Engineering,~75% (2026 estimate),,https://campusaxis.pk/uet-lahore-merit-calculator
174,BSc Electrical Engineering,"~75-82% (main campus, recent cycles)",,https://maqsad.io/uet-aggregate-calculator
174,BSc Mechanical Engineering,"~75-82% (main campus, recent cycles)",,https://maqsad.io/uet-aggregate-calculator
175,BS Civil Engineering,~70% (2026 min cutoff),60,https://campusaxis.pk/merit-calculator/uet-taxila
175,BS Computer Science,Available upon contact,50,https://admissions.uettaxila.edu.pk/Basic_Science_Admissions/
175,BS Electrical Engineering,~70%+ (typical successful aggregate),60,https://blog.maqsad.io/blog/uet-taxila-guide
175,BS Mathematics / BS Physics,Available upon contact,50,https://campusaxis.pk/merit-calculator/uet-taxila
176,BBA,Available upon contact,50,https://www.ilmkidunya.com/colleges/university-of-gujrat-hafiz-hayat-campus-admission.aspx
176,"BS (general, most departments)","Available upon contact - varies significantly by campus (Hafiz Hayat, Marghzar, Mandi Bahauddin)",45,https://cgpacalculatoronline.net/uog-merit-calculator/
176,BS Computer Science,Available upon contact,50,https://www.ilmkidunya.com/colleges/university-of-gujrat-hafiz-hayat-campus-admission.aspx
177,BS Computer Science,Available upon contact,,https://www.uoh.edu.pk/
177,BS Economics,Available upon contact,,https://www.uoh.edu.pk/
177,BS Environmental Sciences,Available upon contact,,https://www.uoh.edu.pk/
178,BDS (public sector Punjab),"~93.5% (recent cycle, top college)",60,https://www.thenews.com.pk/print/553006-first-merit-list-of-mbbs-bds-admission
178,"MBBS (Allama Iqbal Medical College, Lahore)",92.64% (recent cycle),60,https://www.thenews.com.pk/print/1023125-uhs-issues-first-merit-list-for-mbbs-admission
178,MBBS (D.G. Khan Medical College),"91.20% (recent cycle, lower-end of Punjab public colleges)",60,https://www.paklearningspot.com/2021/12/uhs-closing-merit-for-mbbs-bds-seats-in.html
178,"MBBS (King Edward Medical College, Lahore)","93.55% (recent cycle, highest in Punjab)",60,https://www.thenews.com.pk/print/1023125-uhs-issues-first-merit-list-for-mbbs-admission
178,MBBS (Rawalpindi Medical College),93.23% (recent cycle),60,https://www.thenews.com.pk/print/1023125-uhs-issues-first-merit-list-for-mbbs-admission
179,"B.Ed (Hons, 4-Year)",Available upon contact,45,https://admissions.com.pk/university-of-jhang-admission/
179,BBA,Available upon contact,50,https://educated.pk/university-of-jhang-merit-list/
179,BFA Craft & Textile,Available upon contact,50,https://papersjobs.com/the-university-of-jhang-admission/
179,BS Computer Science,Available upon contact,50,https://papersjobs.com/the-university-of-jhang-admission/
179,BS English / Information Technology,Available upon contact,50,https://www.uoj.edu.pk/content/merit-lists/index.html
180,BS Biochemistry,"69.27% (2024, Category K)",45,https://www.uok.edu.pk/admissions/2024/ombsiyclos.pdf
180,BS Chemistry,"60.00% (2024, Category K)",45,https://www.uok.edu.pk/admissions/2024/ombsiyclos.pdf
180,BS Computer Science,"67.00% (2024, Category K)",45,https://www.uok.edu.pk/admissions/ily/ilyclos.pdf
180,BS Economics & Finance,"68.09% (2024, Category K)",45,https://www.uok.edu.pk/admissions/2024/ombsiyclos.pdf
180,BS International Relations,Available upon contact,45,https://pmdc.org.pk/university-of-karachi-uok-admission-guide/
180,BS Mass Communication (Digital Media Marketing),"72.64% (2024, Category K)",45,https://www.uok.edu.pk/admissions/2024/ombsiyclos.pdf
180,Karachi University Business School (BBA),"50.00%-51.31% (2024, various categories)",51,https://www.uok.edu.pk/admissions/ily/ilyclos.pdf
181,BBA,Available upon contact,40,https://blog.maqsad.io/blog/university-of-lahore-admission
181,BS Accounting & Finance,Available upon contact,40,https://blog.maqsad.io/blog/university-of-lahore-admission
181,BS Civil Engineering,Available upon contact,50,https://pmdc.org.pk/university-of-lahore-uol-admission-guide/
181,BS Computer Science,Available upon contact,50,https://campusaxis.pk/uol-merit-calculator
181,BS Electrical Engineering,Available upon contact,50,https://pmdc.org.pk/university-of-lahore-uol-admission-guide/
181,BS Software Engineering,Available upon contact,50,https://pmdc.org.pk/university-of-lahore-uol-admission-guide/
182,BBA / BS Commerce / BS Public Administration / BS English,Available upon contact,,https://www.ilmkidunya.com/colleges/university-of-larkano.aspx
182,BS Computer Science / Artificial Intelligence / Software Engineering,Available upon contact,,https://uolrk.edu.pk/admission/
182,BSc (Hons) Agriculture (Agronomy/Soil Science/Horticulture/Entomology etc.),Available upon contact,,https://en.wikipedia.org/wiki/University_of_Larkano
182,Bachelor's in Civil / Mechanical / Electrical / Electronics Engineering,Available upon contact,,https://en.wikipedia.org/wiki/University_of_Larkano
183,B.Ed (Hons),~65% (reported typical undergraduate closing merit),,https://www.ilmkidunya.com/colleges/university-of-loralai.aspx
183,BBA,~65% (reported typical undergraduate closing merit),,https://www.diltak.com/university-loralai-admission-fee-structure-programs-merit-list/
183,BS Computer Science,~65% (reported typical undergraduate closing merit),,https://www.diltak.com/university-loralai-admission-fee-structure-programs-merit-list/
183,"DPT (Doctor of Physical Therapy, 5 years)",Available upon contact,,https://uoli.edu.pk/admission/
184,BS Biotechnology,Available upon contact,,https://www.uom.edu.pk/
184,BS Computer Science,Available upon contact,,https://www.uom.edu.pk/
184,BS Environmental Sciences,Available upon contact,,https://www.uom.edu.pk/
185,BS Accounting and Finance,Available upon contact,50,https://admissions.umt.edu.pk/Admissions-Schedule.aspx
185,BS Artificial Intelligence,Available upon contact,50,https://www.ilmkidunya.com/colleges/university-of-management-and-technology-umt-lahore.aspx
185,BS Computer Science,Available upon contact,50,https://admissions.umt.edu.pk/Admissions-Schedule.aspx
185,Bachelor of Architecture (B.Arch),Available upon contact,50,https://www.ilmkidunya.com/colleges/university-of-management-and-technology-umt-lahore.aspx
185,LLB,Available upon contact,50,https://admissions.umt.edu.pk/Admissions-Schedule.aspx
186,BBA,Available upon contact,45,https://educator.ac.pk/university-of-narowal-admission/
186,BS Botany / Chemistry / Economics,Available upon contact,45,https://fpscresults.com.pk/university-of-narowal-merit-list/
186,BS Computer Science,Available upon contact,45,https://educator.ac.pk/university-of-narowal-admission/
186,BS Urdu,Available upon contact,45,https://fpscresults.com.pk/university-of-narowal-merit-list/
186,Pharm-D,Available upon contact,45,https://uon.edu.pk/University/merit_lists
187,BBA,Available upon contact,,https://wslconsultants.com/university-of-okara-admission-2025/
187,BS Commerce,Available upon contact,,https://www.ilmkidunya.com/colleges/university-of-okara-merit-lists.aspx
187,BS English Language Teaching / Sports Sciences / Special Education / Science Education,Available upon contact,,https://www.ilmkidunya.com/colleges/university-of-okara-admission.aspx
187,BS Zoology,Available upon contact,,https://www.ilmkidunya.com/colleges/university-of-okara-merit-lists.aspx
187,LLB (5 Years),Available upon contact,,https://wslconsultants.com/university-of-okara-admission-2025/
188,BS Artificial Intelligence,Available upon contact,,http://brains.edu.pk
188,BS Civil Engineering,Available upon contact,,http://brains.edu.pk
188,BS Cyber Security,Available upon contact,,http://brains.edu.pk
188,BS English,Available upon contact,,http://brains.edu.pk
188,BS Software Engineering,Available upon contact,,http://brains.edu.pk
188,BSc Civil Engineering Technology,Available upon contact,,http://brains.edu.pk
189,BBA (4 Years),Available upon contact,,http://www.uosahiwal.edu.pk/
189,BS Accounting & Finance (4 Years),Available upon contact,,http://www.uosahiwal.edu.pk/
189,BS Applied Chemistry (4 Years),Available upon contact,,http://www.uosahiwal.edu.pk/
189,BS Applied Psychology (4 Years),Available upon contact,,http://www.uosahiwal.edu.pk/
189,BS Banking & Finance (4 Years),Available upon contact,,http://www.uosahiwal.edu.pk/
189,BS Chemistry (4 Years),Available upon contact,,http://www.uosahiwal.edu.pk/
189,BS Commerce (4 Years),Available upon contact,,http://www.uosahiwal.edu.pk/
189,BS Computer Science,Available upon contact,,http://www.uosahiwal.edu.pk/
189,BS Economics (4 Years),Available upon contact,,http://www.uosahiwal.edu.pk/
189,BS Economics with Data Science (4 Years),Available upon contact,,http://www.uosahiwal.edu.pk/
189,BS Electronics (4 Years),Available upon contact,,http://www.uosahiwal.edu.pk/
189,BS English (4 Years),Available upon contact,,http://www.uosahiwal.edu.pk/
189,BS Information Technology,Available upon contact,,http://www.uosahiwal.edu.pk/
189,BS Mathematics (4 Years),Available upon contact,,http://www.uosahiwal.edu.pk/
189,BS Physics (4 Years),Available upon contact,,http://www.uosahiwal.edu.pk/
189,BS Software Engineering,Available upon contact,,http://www.uosahiwal.edu.pk/
189,LLB (5 Years),Available upon contact,,http://www.uosahiwal.edu.pk/
190,BS Computer Science,~85-95% combined SSC/HSSC (2023-25 selected candidates range),50,https://www.studocu.com/row/document/lahore-school-of-economics/monetary-economics/admission-notice-for-bs-in-computer-science-university-of-sargodha-2025/137387644
190,BS Education,Available upon contact,50,https://www.result.pk/merit-list/university-of-sargodha/bs-education/sargodha-latest/
190,BS Fine Arts,Available upon contact,50,https://www.result.pk/merit-list/university-of-sargodha/bs-information-technology/sargodha-latest/
190,BS Information Technology,Available upon contact,50,https://www.result.pk/merit-list/university-of-sargodha/bs-information-technology/sargodha-latest/
191,BS Biotechnology,Available upon contact,45,https://ustb.edu.pk/
191,BS Computer Science,Available upon contact,45,https://ustb.edu.pk/
191,BS Economics,Available upon contact,45,https://ustb.edu.pk/
191,BS Psychology,Available upon contact,45,https://ustb.edu.pk/
192,BS Accounting and Finance,Available upon contact,45,https://pmdc.org.pk/university-of-sialkot-uos-admission-guide/
192,BS Computer Science,Available upon contact,45,https://pmdc.org.pk/university-of-sialkot-uos-admission-guide/
192,BS Fashion Design / Media and Communication,Available upon contact,45,https://en.wikipedia.org/wiki/University_of_Sialkot
192,BS Software Engineering,Available upon contact,45,https://pmdc.org.pk/university-of-sialkot-uos-admission-guide/
192,BSc Civil/Electrical/Mechanical Engineering Technology,Available upon contact,45,https://en.wikipedia.org/wiki/University_of_Sialkot
192,LLB,Available upon contact,45,https://en.wikipedia.org/wiki/University_of_Sialkot
193,BBA,Available upon contact,,http://www.jsmu.edu.pk
193,BBA HCM,Available upon contact,,http://www.jsmu.edu.pk
194,BS Computer Science,~65% (typical reported closing merit for undergrad programs),,https://www.diltak.com/university-of-south-asia-admission-fee-structure-programs-merit-list/
194,BS Software Engineering,Available upon contact,,https://www.ilmkidunya.com/colleges/university-of-south-asia-lahore-admission.aspx
194,Bachelor of Architecture,Available upon contact,,https://web.usa.edu.pk/
194,LLB,Available upon contact,,https://web.usa.edu.pk/
194,Pharm-D,Available upon contact,,https://web.usa.edu.pk/
195,B.Ed (Elementary/Secondary),Available upon contact,50,https://admissionscorner.com/university-of-sufism-and-modern-sciences-admissions-fall/
195,BBA / Commerce,Available upon contact,50,https://en.wikipedia.org/wiki/University_of_Sufism_and_Modern_Sciences
195,BS Computing / Information Technology,Available upon contact,50,https://en.wikipedia.org/wiki/University_of_Sufism_and_Modern_Sciences
195,"BS English (Linguistics & Literature, 4 Years)",Available upon contact,50,https://www.usms.edu.pk/admission.html
196,BS Computer Engineering,Available upon contact,60,https://uotnowshera.edu.pk/wp-content/uploads/2025/08/2nd-Final-Admission-along-with-MS.pdf
196,BS Computer Science,Available upon contact,50,https://uotnowshera.edu.pk/wp-content/uploads/2025/08/2nd-Final-Admission-along-with-MS.pdf
196,BS Robotics and Intelligent Systems,Available upon contact,50,https://uotnowshera.edu.pk/wp-content/uploads/2025/08/2nd-Final-Admission-along-with-MS.pdf
196,BSc Engineering Technology (Civil/Electrical/Mechanical/Energy),Available upon contact,50,https://uotnowshera.edu.pk/admissions-eligibility-criteria/
197,"BS (general, most departments)",Available upon contact,45,https://uot.edu.pk/uot-admission-spring-2026-eligibility-criteria-instructions
197,BS Computer Science,Available upon contact,50,https://uot.edu.pk/uot-admission-spring-2026-eligibility-criteria-instructions
197,BS Education / B.Ed,Available upon contact,45,https://uot.edu.pk/uot-admission-spring-2025-eligibility-criteria-instructions
197,LLB (4 Years),Available upon contact,50,https://uot.edu.pk/uot-admission-spring-2026-eligibility-criteria-instructions
198,BS (Hons) Dairy Technology,Available upon contact,50,https://uvas.edu.pk/
198,BS (Hons) Poultry Science,Available upon contact,60,https://uvas.edu.pk/
198,BS Biotechnology,Available upon contact,50,https://uvas.edu.pk/
198,BS Fisheries and Aquaculture,Available upon contact,50,https://uvas.edu.pk/
198,Doctor of Veterinary Medicine (DVM),Available upon contact,60,https://uvas.edu.pk/
199,BBA,Available upon contact,50,https://admissions.uow.edu.pk/admissions/FinancialAidUnderGrad
199,BS (Hons) Computer Science,Available upon contact,50,https://www.admission.pk/universities/universities_display.aspx?university=uw
199,BS Sociology,Available upon contact,50,https://admissions.uow.edu.pk/admissions/FinancialAidUnderGrad
199,BS Statistics,Available upon contact,50,https://admissions.uow.edu.pk/admissions/FinancialAidUnderGrad
199,BSc Engineering (Wah Engineering College),Available upon contact,50,https://educated.pk/university-of-wah-admission-last-date/
199,LLB,Available upon contact,50,https://www.admission.pk/universities/universities_display.aspx?university=uw
200,"BS (4-Year, general - most departments)","~75-85% (CS/Economics/Media Studies); ~55-65% (Humanities/Islamic Studies), 2025-26",50,https://iubfun.com/punjab-university-admission/
200,BS Archaeology,Available upon contact,50,https://www.edumap.blog/2025/09/punjab-university-aggregate-merit-calculator-for-undergraduate-programs.html
200,BS Computer Science (PUCIT),~75-85% (2025-26 estimate),50,https://pucit.edu.pk/admission-criteria/
200,LLB,Available upon contact,50,https://meraadmission.net/university-of-the-punjab-up-admission-guide/
201,B.Ed,"Available upon contact (open merit, no test)",45,https://www.vstudents.org/education/virtual-university-admissions/
201,BA,"Available upon contact (open merit, no test)",45,https://www.vstudents.org/education/virtual-university-admissions/
201,BBA (Hons),"Available upon contact (open merit, no test)",45,https://pmdc.org.pk/virtual-university-of-pakistan-vu-admission-guide/
201,BS Computer Science,"Available upon contact (open merit, no test)",45,https://pmdc.org.pk/virtual-university-of-pakistan-vu-admission-guide/
201,BS Information Technology,"Available upon contact (open merit, no test)",45,https://pmdc.org.pk/virtual-university-of-pakistan-vu-admission-guide/
202,BS English,Available upon contact,45,https://wumardan.edu.pk/
202,BS Information Technology,Available upon contact,45,https://wumardan.edu.pk/
202,BS Microbiology,Available upon contact,45,https://wumardan.edu.pk/
202,BS Psychology,Available upon contact,45,https://wumardan.edu.pk/
155,BS Computer Science,Available upon contact,50,https://www.iba-suk.edu.pk/academic-programs/undergraduate/bscs
155,BS Software Engineering,Available upon contact,50,https://www.iba-suk.edu.pk/academic-programs/undergraduate/bsse
155,BS Artificial Intelligence,Available upon contact,50,https://www.iba-suk.edu.pk/academic-programs/undergraduate/bsai
155,BS Data Science,Available upon contact,50,https://www.iba-suk.edu.pk/academic-programs/undergraduate/bsds
155,BBA (Bachelor of Business Administration),Available upon contact,50,https://www.iba-suk.edu.pk/academic-programs/undergraduate/bba
155,BS Mathematics,Available upon contact,50,https://www.iba-suk.edu.pk/academic-programs/undergraduate/bsmath
